date,curvature,type,metric,Station,Cycle
2011-05-11,-20.333333333333332,low,FR,JUNG,24
2011-05-13,-30.375,low,FR,JUNG,24
2011-05-14,-23.151515151515152,low,FR,JUNG,24
2011-05-26,-28.27027027027027,low,FR,JUNG,24
2011-05-27,-22.5,low,FR,JUNG,24
2011-07-04,-16.0,low,FR,JUNG,24
2011-07-09,-21.166666666666668,low,FR,JUNG,24
2011-07-20,5.428571428571429,high,FR,JUNG,24
2011-07-22,5.428571428571429,high,FR,JUNG,24
2011-07-24,5.428571428571429,high,FR,JUNG,24
2011-07-26,-19.037037037037038,low,FR,JUNG,24
2011-08-20,-22.857142857142858,low,FR,JUNG,24
2011-08-21,-19.142857142857142,low,FR,JUNG,24
2011-08-25,-21.1875,low,FR,JUNG,24
2011-08-27,-21.894736842105264,low,FR,JUNG,24
2011-08-28,-17.5,low,FR,JUNG,24
2011-08-29,-23.807692307692307,low,FR,JUNG,24
2011-08-30,-22.032258064516128,low,FR,JUNG,24
2011-08-31,-15.5,low,FR,JUNG,24
2011-09-01,-38.0,low,FR,JUNG,24
2011-09-02,-26.363636363636363,low,FR,JUNG,24
2011-09-03,-32.51282051282051,low,FR,JUNG,24
2011-09-22,-18.58823529411765,low,FR,JUNG,24
2011-09-23,-18.125,low,FR,JUNG,24
2011-10-21,-16.94736842105263,low,FR,JUNG,24
2011-10-22,-23.416666666666668,low,FR,JUNG,24
2011-10-23,-21.5,low,FR,JUNG,24
2011-10-24,-37.48780487804878,low,FR,JUNG,24
2011-12-01,-27.73076923076923,low,FR,JUNG,24
2011-12-14,-27.25,low,FR,JUNG,24
2011-12-15,-22.9,low,FR,JUNG,24
2011-12-16,-24.72222222222222,low,FR,JUNG,24
2011-12-17,-38.92857142857143,low,FR,JUNG,24
2011-12-18,-19.9,low,FR,JUNG,24
2012-01-16,-18.5,low,FR,JUNG,24
2012-01-17,-21.321428571428573,low,FR,JUNG,24
2012-01-18,-17.096774193548388,low,FR,JUNG,24
2012-02-21,-15.375,low,FR,JUNG,24
2012-02-22,-16.153846153846153,low,FR,JUNG,24
2012-02-23,-16.5,low,FR,JUNG,24
2012-02-25,-15.384615384615385,low,FR,JUNG,24
2012-03-06,-17.0,low,FR,JUNG,24
2012-03-07,-26.02777777777778,low,FR,JUNG,24
2012-04-15,-17.17391304347826,low,FR,JUNG,24
2012-04-16,-20.833333333333332,low,FR,JUNG,24
2012-04-17,-22.291666666666668,low,FR,JUNG,24
2012-04-18,-28.933333333333334,low,FR,JUNG,24
2012-04-19,-36.28,low,FR,JUNG,24
2012-04-20,-88.4,low,FR,JUNG,24
2012-04-21,-35.333333333333336,low,FR,JUNG,24
2012-04-22,-24.75,low,FR,JUNG,24
2012-04-23,-35.333333333333336,low,FR,JUNG,24
2012-04-24,-44.67857142857143,low,FR,JUNG,24
2012-05-01,-18.571428571428573,low,FR,JUNG,24
2012-05-02,-23.166666666666668,low,FR,JUNG,24
2012-05-03,-55.59322033898305,low,FR,JUNG,24
2012-05-05,-16.333333333333332,low,FR,JUNG,24
2012-05-11,-38.80555555555556,low,FR,JUNG,24
2012-05-14,-16.0,low,FR,JUNG,24
2012-05-17,-36.8421052631579,low,FR,JUNG,24
2012-05-26,-15.5,low,FR,JUNG,24
2012-05-27,-26.857142857142858,low,FR,JUNG,24
2012-05-28,-26.448275862068964,low,FR,JUNG,24
2012-06-05,5.4,high,FR,JUNG,24
2012-06-06,4.888888888888889,high,FR,JUNG,24
2012-06-07,4.888888888888889,high,FR,JUNG,24
2012-06-08,5.4,high,FR,JUNG,24
2012-06-09,4.636363636363637,high,FR,JUNG,24
2012-06-12,-18.444444444444443,low,FR,JUNG,24
2012-06-15,-19.0,low,FR,JUNG,24
2012-06-23,-18.22222222222222,low,FR,JUNG,24
2012-06-24,-22.733333333333334,low,FR,JUNG,24
2012-06-28,-32.5,low,FR,JUNG,24
2012-06-29,-24.15,low,FR,JUNG,24
2012-06-30,-22.225806451612904,low,FR,JUNG,24
2012-07-01,-15.333333333333334,low,FR,JUNG,24
2012-07-02,-15.333333333333334,low,FR,JUNG,24
2012-07-03,-20.666666666666668,low,FR,JUNG,24
2012-07-04,-19.416666666666668,low,FR,JUNG,24
2012-07-13,-16.0,low,FR,JUNG,24
2012-08-23,-18.724137931034484,low,FR,JUNG,24
2012-08-30,-17.333333333333332,low,FR,JUNG,24
2012-09-02,-20.928571428571427,low,FR,JUNG,24
2012-09-03,-24.066666666666666,low,FR,JUNG,24
2012-09-17,-32.6,low,FR,JUNG,24
2012-09-18,-23.157894736842106,low,FR,JUNG,24
2012-09-23,-19.55,low,FR,JUNG,24
2012-10-01,-21.666666666666668,low,FR,JUNG,24
2012-10-05,-20.866666666666667,low,FR,JUNG,24
2012-10-06,-27.767441860465116,low,FR,JUNG,24
2012-10-16,4.5,high,FR,JUNG,24
2012-10-19,4.5,high,FR,JUNG,24
2012-10-21,4.363636363636363,high,FR,JUNG,24
2012-10-24,-19.571428571428573,low,FR,JUNG,24
2012-10-25,-19.952380952380953,low,FR,JUNG,24
2012-10-27,-21.5,low,FR,JUNG,24
2012-10-28,-20.85,low,FR,JUNG,24
2012-11-12,-31.243243243243242,low,FR,JUNG,24
2012-11-24,4.714285714285714,high,FR,JUNG,24
2012-11-25,4.714285714285714,high,FR,JUNG,24
2012-11-26,4.714285714285714,high,FR,JUNG,24
2012-11-28,4.714285714285714,high,FR,JUNG,24
2012-12-29,-16.3,low,FR,JUNG,24
2012-12-31,-19.375,low,FR,JUNG,24
2013-01-01,-17.94736842105263,low,FR,JUNG,24
2013-01-12,-20.625,low,FR,JUNG,24
2013-01-13,-22.76923076923077,low,FR,JUNG,24
2013-01-14,-25.96153846153846,low,FR,JUNG,24
2013-01-15,-45.294117647058826,low,FR,JUNG,24
2013-01-24,-43.0,low,FR,JUNG,24
2013-01-27,6.0,high,FR,JUNG,24
2013-01-28,6.0,high,FR,JUNG,24
2013-01-29,6.0,high,FR,JUNG,24
2013-01-30,6.0,high,FR,JUNG,24
2013-01-31,6.0,high,FR,JUNG,24
2013-02-11,-43.52777777777778,low,FR,JUNG,24
2013-03-13,-59.91379310344828,low,FR,JUNG,24
2013-04-04,-24.0,low,FR,JUNG,24
2013-04-05,-46.1,low,FR,JUNG,24
2013-04-06,-40.5,low,FR,JUNG,24
2013-04-07,-38.02439024390244,low,FR,JUNG,24
2013-04-08,-30.137931034482758,low,FR,JUNG,24
2013-04-09,-33.18421052631579,low,FR,JUNG,24
2013-04-10,-18.0,low,FR,JUNG,24
2013-04-28,-17.333333333333332,low,FR,JUNG,24
2013-04-29,-21.04,low,FR,JUNG,24
2013-05-02,-20.91891891891892,low,FR,JUNG,24
2013-05-03,-19.08695652173913,low,FR,JUNG,24
2013-05-04,-16.833333333333332,low,FR,JUNG,24
2013-05-06,-16.458333333333332,low,FR,JUNG,24
2013-05-13,-17.5,low,FR,JUNG,24
2013-06-20,-16.88888888888889,low,FR,JUNG,24
2013-06-22,-26.071428571428573,low,FR,JUNG,24
2013-07-19,-18.73913043478261,low,FR,JUNG,24
2013-07-20,-24.142857142857142,low,FR,JUNG,24
2013-07-24,-21.3125,low,FR,JUNG,24
2013-07-25,-20.25,low,FR,JUNG,24
2013-07-26,-23.833333333333332,low,FR,JUNG,24
2013-07-27,-16.681818181818183,low,FR,JUNG,24
2013-08-15,-22.333333333333332,low,FR,JUNG,24
2013-08-16,-16.714285714285715,low,FR,JUNG,24
2013-08-18,-16.11764705882353,low,FR,JUNG,24
2013-08-23,-19.6,low,FR,JUNG,24
2013-09-22,-16.333333333333332,low,FR,JUNG,24
2013-09-24,-16.5,low,FR,JUNG,24
2013-09-25,-16.11111111111111,low,FR,JUNG,24
2013-09-28,-21.0,low,FR,JUNG,24
2013-09-29,-20.228571428571428,low,FR,JUNG,24
2013-10-07,-18.11111111111111,low,FR,JUNG,24
2013-10-08,-30.483870967741936,low,FR,JUNG,24
2013-10-11,-28.903225806451612,low,FR,JUNG,24
2013-10-12,-26.0,low,FR,JUNG,24
2013-10-13,-26.5,low,FR,JUNG,24
2013-10-14,-57.4,low,FR,JUNG,24
2013-10-21,-42.611111111111114,low,FR,JUNG,24
2013-10-28,-32.89473684210526,low,FR,JUNG,24
2013-11-22,-36.1578947368421,low,FR,JUNG,24
2013-11-23,-23.5,low,FR,JUNG,24
2013-11-24,-28.789473684210527,low,FR,JUNG,24
2013-11-30,-24.956521739130434,low,FR,JUNG,24
2013-12-12,-16.952380952380953,low,FR,JUNG,24
2013-12-29,-21.36,low,FR,JUNG,24
2013-12-30,-19.77777777777778,low,FR,JUNG,24
2014-01-07,-19.40909090909091,low,FR,JUNG,24
2014-01-17,-17.46153846153846,low,FR,JUNG,24
2014-02-10,-17.0,low,FR,JUNG,24
2014-02-11,-15.541666666666666,low,FR,JUNG,24
2014-03-31,-16.444444444444443,low,FR,JUNG,24
2014-04-01,-16.48,low,FR,JUNG,24
2014-04-03,-18.0,low,FR,JUNG,24
2014-04-04,-19.275862068965516,low,FR,JUNG,24
2014-04-16,-17.6875,low,FR,JUNG,24
2014-04-17,-28.435897435897434,low,FR,JUNG,24
2014-04-27,4.111111111111111,high,FR,JUNG,24
2014-04-29,4.111111111111111,high,FR,JUNG,24
2014-05-01,-20.476190476190474,low,FR,JUNG,24
2014-05-12,-52.9811320754717,low,FR,JUNG,24
2014-06-06,-22.20689655172414,low,FR,JUNG,24
2014-06-12,-17.25,low,FR,JUNG,24
2014-07-23,-18.48,low,FR,JUNG,24
2014-07-31,-37.666666666666664,low,FR,JUNG,24
2014-08-22,-40.0,low,FR,JUNG,24
2014-08-23,-20.5,low,FR,JUNG,24
2014-08-24,-20.5,low,FR,JUNG,24
2014-08-25,-16.4,low,FR,JUNG,24
2014-08-26,-34.0,low,FR,JUNG,24
2014-08-27,-67.52054794520548,low,FR,JUNG,24
2014-09-23,-49.12244897959184,low,FR,JUNG,24
2014-09-24,-35.97435897435897,low,FR,JUNG,24
2014-10-18,-42.06122448979592,low,FR,JUNG,24
2014-11-20,-23.571428571428573,low,FR,JUNG,24
2014-11-21,-43.45454545454545,low,FR,JUNG,24
2014-12-17,-46.51923076923077,low,FR,JUNG,24
2015-01-15,-33.83870967741935,low,FR,JUNG,24
2015-01-16,-24.25,low,FR,JUNG,24
2015-01-20,-23.074074074074073,low,FR,JUNG,24
2015-02-04,5.0,high,FR,JUNG,24
2015-02-07,5.076923076923077,high,FR,JUNG,24
2015-02-13,-23.742857142857144,low,FR,JUNG,24
2015-03-10,-17.64,low,FR,JUNG,24
2015-04-11,4.428571428571429,high,FR,JUNG,24
2015-04-29,-23.18421052631579,low,FR,JUNG,24
2015-05-15,-17.304347826086957,low,FR,JUNG,24
2015-05-16,-20.52173913043478,low,FR,JUNG,24
2015-05-17,-24.58823529411765,low,FR,JUNG,24
2015-05-27,-28.896551724137932,low,FR,JUNG,24
2015-05-28,-33.89473684210526,low,FR,JUNG,24
2015-05-29,-23.333333333333332,low,FR,JUNG,24
2015-06-11,-36.05,low,FR,JUNG,24
2015-06-12,-17.76923076923077,low,FR,JUNG,24
2015-07-10,-16.266666666666666,low,FR,JUNG,24
2015-07-29,-17.666666666666668,low,FR,JUNG,24
2015-07-30,-38.351351351351354,low,FR,JUNG,24
2015-07-31,-19.25,low,FR,JUNG,24
2015-08-05,-21.928571428571427,low,FR,JUNG,24
2015-08-06,-17.647058823529413,low,FR,JUNG,24
2015-08-25,-26.06896551724138,low,FR,JUNG,24
2015-09-04,-27.962962962962962,low,FR,JUNG,24
2015-09-21,-20.428571428571427,low,FR,JUNG,24
2015-09-22,-16.571428571428573,low,FR,JUNG,24
2015-09-28,-20.428571428571427,low,FR,JUNG,24
2015-10-02,5.0,high,FR,JUNG,24
2015-10-04,5.0,high,FR,JUNG,24
2015-10-21,-22.96153846153846,low,FR,JUNG,24
2015-10-22,-16.46153846153846,low,FR,JUNG,24
2015-11-03,-18.90909090909091,low,FR,JUNG,24
2015-11-23,-38.52,low,FR,JUNG,24
2015-11-24,-41.87096774193548,low,FR,JUNG,24
2015-11-25,-37.4375,low,FR,JUNG,24
2015-11-26,-16.8,low,FR,JUNG,24
2015-12-23,-35.095238095238095,low,FR,JUNG,24
2015-12-24,-37.10526315789474,low,FR,JUNG,24
2015-12-27,-17.0,low,FR,JUNG,24
2015-12-28,-41.89655172413793,low,FR,JUNG,24
2015-12-29,-54.15686274509804,low,FR,JUNG,24
2016-01-02,4.5,high,FR,JUNG,24
2016-01-16,-17.25,low,FR,JUNG,24
2016-01-20,-18.2,low,FR,JUNG,24
2016-01-22,-19.75,low,FR,JUNG,24
2016-01-23,-19.75,low,FR,JUNG,24
2016-01-24,-51.0625,low,FR,JUNG,24
2016-01-25,-77.37837837837837,low,FR,JUNG,24
2016-02-09,-25.0,low,FR,JUNG,24
2016-02-10,-23.666666666666668,low,FR,JUNG,24
2016-02-11,-75.57831325301204,low,FR,JUNG,24
2016-02-12,-28.941176470588236,low,FR,JUNG,24
2016-03-10,-35.648648648648646,low,FR,JUNG,24
2016-06-02,-46.0,low,FR,JUNG,24
2016-06-03,-41.0,low,FR,JUNG,24
2016-06-04,-50.152542372881356,low,FR,JUNG,24
2016-06-05,-28.545454545454547,low,FR,JUNG,24
2016-06-06,-24.666666666666668,low,FR,JUNG,24
2016-06-10,-19.80952380952381,low,FR,JUNG,24
2016-06-13,4.1,high,FR,JUNG,24
2016-06-17,4.1,high,FR,JUNG,24
2016-07-07,-32.52777777777778,low,FR,JUNG,24
2016-08-01,-40.80952380952381,low,FR,JUNG,24
2016-08-02,-20.384615384615383,low,FR,JUNG,24
2016-08-15,-21.27777777777778,low,FR,JUNG,24
2016-08-28,-41.57142857142857,low,FR,JUNG,24
2016-08-29,-53.48888888888889,low,FR,JUNG,24
2016-08-30,-49.68852459016394,low,FR,JUNG,24
2016-08-31,-18.46153846153846,low,FR,JUNG,24
2016-09-01,-16.866666666666667,low,FR,JUNG,24
2016-09-15,-20.0,low,FR,JUNG,24
2016-09-17,-21.352941176470587,low,FR,JUNG,24
2016-09-26,-37.46666666666667,low,FR,JUNG,24
2016-09-28,-19.0,low,FR,JUNG,24
2016-09-29,-21.142857142857142,low,FR,JUNG,24
2016-10-01,-21.428571428571427,low,FR,JUNG,24
2016-10-05,-16.5,low,FR,JUNG,24
2016-10-06,-50.629629629629626,low,FR,JUNG,24
2016-10-07,-49.627450980392155,low,FR,JUNG,24
2016-10-08,-58.714285714285715,low,FR,JUNG,24
2016-10-09,-63.583333333333336,low,FR,JUNG,24
2016-10-10,-71.91666666666667,low,FR,JUNG,24
2016-11-07,-47.65714285714286,low,FR,JUNG,24
2016-11-11,4.9,high,FR,JUNG,24
2016-11-12,6.545454545454546,high,FR,JUNG,24
2016-11-14,7.2,high,FR,JUNG,24
2016-11-15,5.888888888888889,high,FR,JUNG,24
2016-11-16,4.25,high,FR,JUNG,24
2016-11-26,4.625,high,FR,JUNG,24
2017-01-16,-16.608695652173914,low,FR,JUNG,24
2017-02-28,-60.87931034482759,low,FR,JUNG,24
2017-03-01,-26.0,low,FR,JUNG,24
2017-03-27,-21.2,low,FR,JUNG,24
2017-03-28,-34.62068965517241,low,FR,JUNG,24
2017-04-20,-28.258064516129032,low,FR,JUNG,24
2017-05-05,4.142857142857143,high,FR,JUNG,24
2017-06-15,-22.8,low,FR,JUNG,24
2017-06-18,-24.0,low,FR,JUNG,24
2017-06-20,-18.22222222222222,low,FR,JUNG,24
2017-06-21,-20.6,low,FR,JUNG,24
2017-06-22,-16.22222222222222,low,FR,JUNG,24
2017-07-13,-19.375,low,FR,JUNG,24
2017-07-15,-21.285714285714285,low,FR,JUNG,24
2017-07-20,-20.842105263157894,low,FR,JUNG,24
2017-07-21,-20.24,low,FR,JUNG,24
2017-07-22,-18.285714285714285,low,FR,JUNG,24
2017-08-23,4.75,high,FR,JUNG,24
2017-08-25,6.4,high,FR,JUNG,24
2017-08-26,4.888888888888889,high,FR,JUNG,24
2017-09-01,-21.166666666666668,low,FR,JUNG,24
2017-09-06,-21.227272727272727,low,FR,JUNG,24
2017-09-12,-19.272727272727273,low,FR,JUNG,24
2017-09-17,-16.375,low,FR,JUNG,24
2017-10-18,-16.68,low,FR,JUNG,24
2017-10-19,-17.52,low,FR,JUNG,24
2017-10-20,-19.115384615384617,low,FR,JUNG,24
2017-10-31,-20.846153846153847,low,FR,JUNG,24
2017-11-01,-20.7,low,FR,JUNG,24
2017-11-08,-15.533333333333333,low,FR,JUNG,24
2017-11-10,-20.25,low,FR,JUNG,24
2017-11-17,-20.375,low,FR,JUNG,24
2017-11-19,-20.5,low,FR,JUNG,24
2017-11-20,-15.6,low,FR,JUNG,24
2017-11-22,-43.214285714285715,low,FR,JUNG,24
2017-11-23,-61.38709677419355,low,FR,JUNG,24
2017-11-24,-97.96938775510205,low,FR,JUNG,24
2017-11-26,-26.75,low,FR,JUNG,24
2017-12-04,-20.2,low,FR,JUNG,24
2017-12-11,-36.666666666666664,low,FR,JUNG,24
2018-01-13,-16.428571428571427,low,FR,JUNG,24
2018-01-14,-16.5,low,FR,JUNG,24
2018-02-21,-18.1,low,FR,JUNG,24
2018-03-16,-23.214285714285715,low,FR,JUNG,24
2018-03-21,-19.642857142857142,low,FR,JUNG,24
2018-06-07,-17.857142857142858,low,FR,JUNG,24
2018-06-09,-28.0,low,FR,JUNG,24
2018-06-10,-25.137931034482758,low,FR,JUNG,24
2018-06-11,-15.5,low,FR,JUNG,24
2018-08-25,-16.5,low,FR,JUNG,24
2018-08-26,-40.7,low,FR,JUNG,24
2018-11-26,-22.724137931034484,low,FR,JUNG,24
2008-01-27,-34.43589743589744,low,FR,MOSC,24
2008-09-30,-36.18604651162791,low,FR,MOSC,24
2008-11-21,-33.21621621621622,low,FR,MOSC,24
2009-01-08,-39.629629629629626,low,FR,MOSC,24
2009-05-14,-64.14864864864865,low,FR,MOSC,24
2009-09-30,-56.333333333333336,low,FR,MOSC,24
2009-10-02,-159.311377245509,low,FR,MOSC,24
2009-10-03,-117.17355371900827,low,FR,MOSC,24
2009-10-04,-97.92553191489361,low,FR,MOSC,24
2009-10-05,-104.25925925925925,low,FR,MOSC,24
2009-10-07,-62.333333333333336,low,FR,MOSC,24
2009-10-08,-32.0,low,FR,MOSC,24
2009-10-10,-43.333333333333336,low,FR,MOSC,24
2009-10-13,-32.5,low,FR,MOSC,24
2009-10-14,-33.0,low,FR,MOSC,24
2009-10-17,-53.2,low,FR,MOSC,24
2009-10-18,-35.625,low,FR,MOSC,24
2009-10-20,-45.22222222222222,low,FR,MOSC,24
2009-10-27,-42.55555555555556,low,FR,MOSC,24
2009-10-31,-58.0,low,FR,MOSC,24
2009-11-11,-36.23076923076923,low,FR,MOSC,24
2009-11-15,-38.18181818181818,low,FR,MOSC,24
2009-11-24,-60.125,low,FR,MOSC,24
2009-12-11,-34.642857142857146,low,FR,MOSC,24
2009-12-16,-34.26315789473684,low,FR,MOSC,24
2009-12-17,-63.75,low,FR,MOSC,24
2009-12-18,-50.0,low,FR,MOSC,24
2009-12-20,-32.25,low,FR,MOSC,24
2009-12-23,-56.5,low,FR,MOSC,24
2009-12-26,-36.166666666666664,low,FR,MOSC,24
2009-12-28,-44.2,low,FR,MOSC,24
2009-12-29,-225.375,low,FR,MOSC,24
2009-12-30,-210.97321428571428,low,FR,MOSC,24
2009-12-31,-213.49553571428572,low,FR,MOSC,24
2010-01-01,-80.66666666666667,low,FR,MOSC,24
2010-01-02,-80.66666666666667,low,FR,MOSC,24
2010-01-03,-83.0,low,FR,MOSC,24
2010-01-04,-39.06896551724138,low,FR,MOSC,24
2010-01-09,-74.0,low,FR,MOSC,24
2010-01-11,-110.25,low,FR,MOSC,24
2010-01-14,-50.0,low,FR,MOSC,24
2010-01-15,-58.57142857142857,low,FR,MOSC,24
2010-01-16,-45.666666666666664,low,FR,MOSC,24
2010-01-17,-40.4,low,FR,MOSC,24
2010-01-23,-62.0,low,FR,MOSC,24
2010-01-24,-65.4,low,FR,MOSC,24
2010-01-25,-94.57142857142857,low,FR,MOSC,24
2010-01-26,-80.44444444444444,low,FR,MOSC,24
2010-01-27,-147.4,low,FR,MOSC,24
2010-01-28,-89.17977528089888,low,FR,MOSC,24
2010-01-29,-79.53658536585365,low,FR,MOSC,24
2010-01-30,-78.015625,low,FR,MOSC,24
2010-01-31,-62.96296296296296,low,FR,MOSC,24
2010-02-03,-33.25,low,FR,MOSC,24
2010-02-05,-74.25,low,FR,MOSC,24
2010-02-06,-81.9090909090909,low,FR,MOSC,24
2010-02-07,-49.10526315789474,low,FR,MOSC,24
2010-02-09,-42.095238095238095,low,FR,MOSC,24
2010-02-10,-43.23809523809524,low,FR,MOSC,24
2010-02-15,-43.375,low,FR,MOSC,24
